Number,WikiLink,Name,Date
264,/wiki/The_Ultimate_Fighter:_China#The_Ultimate_Fighter_China_Finale:_Kim_vs._Hathaway,The Ultimate Fighter China Finale: Kim vs. Hathaway,"Mar 1, 2014"
263,/wiki/UFC_170,UFC 170: Rousey vs. McMann,"Feb 22, 2014"
262,/wiki/UFC_Fight_Night:_Machida_vs._Mousasi,UFC Fight Night: Machida vs. Mousasi,"Feb 15, 2014"
261,/wiki/UFC_169,UFC 169: Barão vs. Faber II,"Feb 1, 2014"
260,/wiki/UFC_on_Fox:_Henderson_vs._Thomson,UFC on Fox: Henderson vs. Thomson,"Jan 25, 2014"
259,/wiki/UFC_Fight_Night:_Rockhold_vs._Philippou,UFC Fight Night: Rockhold vs. Philippou,"Jan 15, 2014"
258,/wiki/UFC_Fight_Night:_Saffiedine_vs._Lim,UFC Fight Night: Saffiedine vs. Lim,"Jan 4, 2014"
257,/wiki/UFC_168,UFC 168: Weidman vs. Silva 2,"Dec 28, 2013"
256,/wiki/UFC_on_Fox:_Johnson_vs._Benavidez_2,UFC on Fox: Johnson vs. Benavidez 2,"Dec 14, 2013"
255,/wiki/UFC_Fight_Night:_Hunt_vs._Bigfoot,UFC Fight Night: Hunt vs. Bigfoot,"Dec 7, 2013"
254,/wiki/The_Ultimate_Fighter:_Team_Rousey_vs._Team_Tate#The_Ultimate_Fighter_18_Finale,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,"Nov 30, 2013"
253,/wiki/UFC_167,UFC 167: St-Pierre vs. Hendricks,"Nov 16, 2013"
252,/wiki/UFC_Fight_Night:_Belfort_vs._Henderson,UFC Fight Night: Belfort vs. Henderson,"Nov 9, 2013"
251,/wiki/UFC:_Fight_for_the_Troops_3,UFC: Fight for the Troops 3,"Nov 6, 2013"
250,/wiki/UFC_Fight_Night:_Machida_vs._Mu%C3%B1oz,UFC Fight Night: Machida vs. Muñoz,"Oct 26, 2013"
249,/wiki/UFC_166,UFC 166: Velasquez vs. dos Santos III,"Oct 19, 2013"
248,/wiki/UFC_Fight_Night:_Maia_vs._Shields,UFC Fight Night: Maia vs. Shields,"Oct 9, 2013"
247,/wiki/UFC_165,UFC 165: Jones vs. Gustafsson,"Sep 21, 2013"
246,/wiki/UFC_Fight_Night:_Teixeira_vs._Bader,UFC Fight Night: Teixeira vs. Bader,"Sep 4, 2013"
245,/wiki/UFC_164,UFC 164: Henderson vs. Pettis,"Aug 31, 2013"
244,/wiki/UFC_Fight_Night:_Condit_vs._Kampmann_2,UFC Fight Night: Condit vs. Kampmann 2,"Aug 28, 2013"
243,/wiki/UFC_Fight_Night:_Shogun_vs._Sonnen,UFC Fight Night: Shogun vs. Sonnen,"Aug 17, 2013"
242,/wiki/UFC_163,UFC 163: Aldo vs. Korean Zombie,"Aug 3, 2013"
241,/wiki/UFC_on_Fox:_Johnson_vs._Moraga,UFC on Fox: Johnson vs. Moraga,"Jul 27, 2013"
240,/wiki/UFC_162,UFC 162: Silva vs. Weidman,"Jul 6, 2013"
239,/wiki/UFC_161,UFC 161: Evans vs. Henderson,"Jun 15, 2013"
238,/wiki/The_Ultimate_Fighter:_Brazil_2#The_Ultimate_Fighter:_Brazil_2_Finale,UFC on Fuel TV: Nogueira vs. Werdum,"Jun 8, 2013"
237,/wiki/UFC_160,UFC 160: Velasquez vs. Bigfoot 2,"May 25, 2013"
236,/wiki/UFC_on_FX:_Belfort_vs._Rockhold,UFC on FX: Belfort vs. Rockhold,"May 18, 2013"
235,/wiki/UFC_159,UFC 159: Jones vs. Sonnen,"Apr 27, 2013"
234,/wiki/UFC_on_Fox:_Henderson_vs._Melendez,UFC on Fox: Henderson vs. Melendez,"Apr 20, 2013"
233,/wiki/The_Ultimate_Fighter:_Team_Jones_vs._Team_Sonnen#The_Ultimate_Fighter_17_Finale,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"Apr 13, 2013"
232,/wiki/UFC_on_Fuel_TV:_Mousasi_vs._Latifi,UFC on Fuel TV: Mousasi vs. Latifi,"Apr 6, 2013"
231,/wiki/UFC_158,UFC 158: St-Pierre vs. Diaz,"Mar 16, 2013"
230,/wiki/UFC_on_Fuel_TV:_Silva_vs._Stann,UFC on Fuel TV: Silva vs. Stann,"Mar 3, 2013"
229,/wiki/UFC_157,UFC 157: Rousey vs. Carmouche,"Feb 23, 2013"
228,/wiki/UFC_on_Fuel_TV:_Bar%C3%A3o_vs._McDonald,UFC on Fuel TV: Barão vs. McDonald,"Feb 16, 2013"
227,/wiki/UFC_156,UFC 156: Aldo vs. Edgar,"Feb 2, 2013"
226,/wiki/UFC_on_Fox:_Johnson_vs._Dodson,UFC on Fox: Johnson vs. Dodson,"Jan 26, 2013"
225,/wiki/UFC_on_FX:_Belfort_vs._Bisping,UFC on FX: Belfort vs. Bisping,"Jan 19, 2013"
224,/wiki/UFC_155,UFC 155: dos Santos vs. Velasquez 2,"Dec 29, 2012"
223,/wiki/The_Ultimate_Fighter:_Team_Carwin_vs._Team_Nelson#The_Ultimate_Fighter_16_Finale,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,"Dec 15, 2012"
222,/wiki/The_Ultimate_Fighter:_The_Smashes#The_Ultimate_Fighter:_The_Smashes_Finale,UFC on FX: Sotiropoulos vs. Pearson,"Dec 15, 2012"
221,/wiki/UFC_on_Fox:_Henderson_vs._Diaz,UFC on Fox: Henderson vs. Diaz,"Dec 8, 2012"
220,/wiki/UFC_154,UFC 154: St-Pierre vs. Condit,"Nov 17, 2012"
219,/wiki/UFC_on_Fuel_TV:_Franklin_vs._Le,UFC on Fuel TV: Franklin vs. Le,"Nov 10, 2012"
218,/wiki/UFC_153,UFC 153: Silva vs. Bonnar,"Oct 13, 2012"
217,/wiki/UFC_on_FX:_Browne_vs._Bigfoot,UFC on FX: Browne vs. Bigfoot,"Oct 5, 2012"
216,/wiki/UFC_on_Fuel_TV:_Struve_vs._Miocic,UFC on Fuel TV: Struve vs. Miocic,"Sep 29, 2012"
215,/wiki/UFC_152,UFC 152: Jones vs. Belfort,"Sep 22, 2012"
–,/wiki/UFC_151,UFC 151: Jones vs. Henderson,"Sep 1, 2012"
214,/wiki/UFC_150,UFC 150: Henderson vs. Edgar II,"Aug 11, 2012"
213,/wiki/UFC_on_Fox:_Shogun_vs._Vera,UFC on Fox: Shogun vs. Vera,"Aug 4, 2012"
212,/wiki/2012_in_UFC#UFC_149:_Faber_vs._Barão,UFC 149: Faber vs. Barão,"Jul 21, 2012"
211,/wiki/UFC_on_Fuel_TV:_Mu%C3%B1oz_vs._Weidman,UFC on Fuel TV: Muñoz vs. Weidman,"Jul 11, 2012"
210,/wiki/UFC_148,UFC 148: Silva vs. Sonnen II,"Jul 7, 2012"
209,/wiki/UFC_147,UFC 147: Silva vs. Franklin II,"Jun 23, 2012"
208,/wiki/UFC_on_FX:_Maynard_vs._Guida,UFC on FX: Maynard vs. Guida,"Jun 22, 2012"
207,/wiki/UFC_on_FX:_Johnson_vs._McCall,UFC on FX: Johnson vs. McCall,"Jun 8, 2012"
206,/wiki/The_Ultimate_Fighter:_Live#The_Ultimate_Fighter_15_Finale,The Ultimate Fighter: Live Finale,"Jun 1, 2012"
205,/wiki/UFC_146,UFC 146: dos Santos vs. Mir,"May 26, 2012"
204,/wiki/2012_in_UFC#UFC_on_Fuel_TV:_The_Korean_Zombie_vs._Poirier,UFC on Fuel TV: The Korean Zombie vs. Poirier,"May 15, 2012"
203,/wiki/UFC_on_Fox:_Diaz_vs._Miller,UFC on Fox: Diaz vs. Miller,"May 5, 2012"
202,/wiki/UFC_145,UFC 145: Jones vs. Evans,"Apr 21, 2012"
201,/wiki/UFC_on_Fuel_TV:_Gustafsson_vs._Silva,UFC on Fuel TV: Gustafsson vs. Silva,"Apr 14, 2012"
200,/wiki/UFC_on_FX:_Alves_vs._Kampmann,UFC on FX: Alves vs. Kampmann,"Mar 3, 2012"
199,/wiki/UFC_144,UFC 144: Edgar vs. Henderson,"Feb 26, 2012"
198,/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,UFC on Fuel TV: Sanchez vs. Ellenberger,"Feb 15, 2012"
197,/wiki/UFC_143,UFC 143: Diaz vs. Condit,"Feb 4, 2012"
196,/wiki/UFC_on_Fox:_Evans_vs._Davis,UFC on Fox: Evans vs. Davis,"Jan 28, 2012"
195,/wiki/UFC_on_FX:_Guillard_vs._Miller,UFC on FX: Guillard vs. Miller,"Jan 20, 2012"
194,/wiki/UFC_142,UFC 142: Aldo vs. Mendes,"Jan 14, 2012"
193,/wiki/UFC_141,UFC 141: Lesnar vs. Overeem,"Dec 30, 2011"
192,/wiki/UFC_140,UFC 140: Jones vs. Machida,"Dec 10, 2011"
191,/wiki/The_Ultimate_Fighter:_Team_Bisping_vs._Team_Miller_Finale,The Ultimate Fighter: Team Bisping vs. Team Miller Finale,"Dec 3, 2011"
190,/wiki/UFC_139,UFC 139: Shogun vs. Henderson,"Nov 19, 2011"
189,/wiki/UFC_on_Fox:_Velasquez_vs._dos_Santos,UFC on Fox: Velasquez vs. dos Santos,"Nov 12, 2011"
188,/wiki/UFC_138,UFC 138: Leben vs. Muñoz,"Nov 5, 2011"
187,/wiki/UFC_137,UFC 137: Penn vs. Diaz,"Oct 29, 2011"
186,/wiki/UFC_136,UFC 136: Edgar vs. Maynard III,"Oct 8, 2011"
185,/wiki/UFC_Live:_Cruz_vs._Johnson,UFC Live: Cruz vs. Johnson,"Oct 1, 2011"
184,/wiki/UFC_135,UFC 135: Jones vs. Rampage,"Sep 24, 2011"
183,/wiki/UFC_Fight_Night:_Shields_vs._Ellenberger,UFC Fight Night: Shields vs. Ellenberger,"Sep 17, 2011"
182,/wiki/UFC_134,UFC 134: Silva vs. Okami,"Aug 27, 2011"
181,/wiki/UFC_Live:_Hardy_vs._Lytle,UFC Live: Hardy vs. Lytle,"Aug 14, 2011"
180,/wiki/UFC_133,UFC 133: Evans vs. Ortiz,"Aug 6, 2011"
179,/wiki/UFC_132,UFC 132: Cruz vs. Faber,"Jul 2, 2011"
178,/wiki/UFC_Live:_Kongo_vs._Barry,UFC Live: Kongo vs. Barry,"Jun 26, 2011"
177,/wiki/UFC_131,UFC 131: dos Santos vs. Carwin,"Jun 11, 2011"
176,/wiki/The_Ultimate_Fighter:_Team_Lesnar_vs._Team_dos_Santos_Finale,The Ultimate Fighter: Team Lesnar vs. Team dos Santos Finale,"Jun 4, 2011"
175,/wiki/UFC_130,UFC 130: Rampage vs. Hamill,"May 28, 2011"
174,/wiki/UFC_129,UFC 129: St-Pierre vs. Shields,"Apr 30, 2011"
173,/wiki/UFC_Fight_Night:_Nogueira_vs._Davis,UFC Fight Night: Nogueira vs. Davis,"Mar 26, 2011"
172,/wiki/UFC_128,UFC 128: Shogun vs. Jones,"Mar 19, 2011"
171,/wiki/UFC_Live:_Sanchez_vs._Kampmann,UFC Live: Sanchez vs. Kampmann,"Mar 3, 2011"
170,/wiki/UFC_127,UFC 127: Penn vs. Fitch,"Feb 27, 2011"
169,/wiki/UFC_126,UFC 126: Silva vs. Belfort,"Feb 5, 2011"
168,/wiki/UFC:_Fight_for_the_Troops_2,UFC: Fight for the Troops 2,"Jan 22, 2011"
167,/wiki/UFC_125,UFC 125: Resolution,"Jan 1, 2011"
166,/wiki/UFC_124,UFC 124: St-Pierre vs. Koscheck 2,"Dec 11, 2010"
165,/wiki/The_Ultimate_Fighter:_Team_GSP_vs._Team_Koscheck_Finale,The Ultimate Fighter: Team GSP vs. Team Koscheck Finale,"Dec 4, 2010"
164,/wiki/UFC_123,UFC 123: Rampage vs. Machida,"Nov 20, 2010"
163,/wiki/UFC_122,UFC 122: Marquardt vs. Okami,"Nov 13, 2010"
162,/wiki/UFC_121,UFC 121: Lesnar vs. Velasquez,"Oct 23, 2010"
161,/wiki/UFC_120,UFC 120: Bisping vs. Akiyama,"Oct 16, 2010"
160,/wiki/UFC_119,UFC 119: Mir vs. Cro Cop,"Sep 25, 2010"
159,/wiki/UFC_Fight_Night:_Marquardt_vs._Palhares,UFC Fight Night: Marquardt vs. Palhares,"Sep 15, 2010"
158,/wiki/UFC_118,UFC 118: Edgar vs. Penn 2,"Aug 28, 2010"
157,/wiki/UFC_117,UFC 117: Silva vs. Sonnen,"Aug 7, 2010"
156,/wiki/UFC_Live:_Jones_vs._Matyushenko,UFC Live: Jones vs. Matyushenko,"Aug 1, 2010"
155,/wiki/UFC_116,UFC 116: Lesnar vs. Carwin,"Jul 3, 2010"
154,/wiki/The_Ultimate_Fighter:_Team_Liddell_vs._Team_Ortiz_Finale,The Ultimate Fighter: Team Liddell vs. Team Ortiz Finale,"Jun 19, 2010"
153,/wiki/UFC_115,UFC 115: Liddell vs. Franklin,"Jun 12, 2010"
152,/wiki/UFC_114,UFC 114: Rampage vs. Evans,"May 29, 2010"
151,/wiki/UFC_113,UFC 113: Machida vs. Shogun 2,"May 8, 2010"
150,/wiki/UFC_112,UFC 112: Invincible,"Apr 10, 2010"
149,/wiki/UFC_Fight_Night:_Florian_vs._Gomi,UFC Fight Night: Florian vs. Gomi,"Mar 31, 2010"
148,/wiki/UFC_111,UFC 111: St-Pierre vs. Hardy,"Mar 27, 2010"
147,/wiki/UFC_Live:_Vera_vs._Jones,UFC Live: Vera vs. Jones,"Mar 21, 2010"
146,/wiki/UFC_110,UFC 110: Nogueira vs. Velasquez,"Feb 21, 2010"
145,/wiki/UFC_109,UFC 109: Relentless,"Feb 6, 2010"
144,/wiki/UFC_Fight_Night:_Maynard_vs._Diaz,UFC Fight Night: Maynard vs. Diaz,"Jan 11, 2010"
143,/wiki/UFC_108,UFC 108: Evans vs. Silva,"Jan 2, 2010"
142,/wiki/UFC_107,UFC 107: Penn vs. Sanchez,"Dec 12, 2009"
141,/wiki/The_Ultimate_Fighter:_Heavyweights_Finale,The Ultimate Fighter: Heavyweights Finale,"Dec 5, 2009"
140,/wiki/UFC_106,UFC 106: Ortiz vs. Griffin 2,"Nov 21, 2009"
139,/wiki/UFC_105,UFC 105: Couture vs. Vera,"Nov 14, 2009"
138,/wiki/UFC_104,UFC 104: Machida vs. Shogun,"Oct 24, 2009"
137,/wiki/UFC_103,UFC 103: Franklin vs. Belfort,"Sep 19, 2009"
136,/wiki/UFC_Fight_Night:_Diaz_vs._Guillard,UFC Fight Night: Diaz vs. Guillard,"Sep 16, 2009"
135,/wiki/UFC_102,UFC 102: Couture vs. Nogueira,"Aug 29, 2009"
134,/wiki/UFC_101,UFC 101: Declaration,"Aug 8, 2009"
133,/wiki/UFC_100,UFC 100,"Jul 11, 2009"
132,/wiki/The_Ultimate_Fighter:_United_States_vs._United_Kingdom_Finale,The Ultimate Fighter: United States vs. United Kingdom Finale,"Jun 20, 2009"
131,/wiki/UFC_99,UFC 99: The Comeback,"Jun 13, 2009"
130,/wiki/UFC_98,UFC 98: Evans vs. Machida,"May 23, 2009"
129,/wiki/UFC_97,UFC 97: Redemption,"Apr 18, 2009"
128,/wiki/UFC_Fight_Night:_Condit_vs._Kampmann,UFC Fight Night: Condit vs. Kampmann,"Apr 1, 2009"
127,/wiki/UFC_96,UFC 96: Jackson vs. Jardine,"Mar 7, 2009"
126,/wiki/UFC_95,UFC 95: Sanchez vs. Stevenson,"Feb 21, 2009"
125,/wiki/UFC_Fight_Night:_Lauzon_vs._Stephens,UFC Fight Night: Lauzon vs. Stephens,"Feb 7, 2009"
124,/wiki/UFC_94,UFC 94: St-Pierre vs. Penn 2,"Jan 31, 2009"
123,/wiki/UFC_93,UFC 93: Franklin vs. Henderson,"Jan 17, 2009"
122,/wiki/UFC_92,UFC 92: The Ultimate 2008,"Dec 27, 2008"
121,/wiki/The_Ultimate_Fighter:_Team_Nogueira_vs._Team_Mir_Finale,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,"Dec 13, 2008"
120,/wiki/UFC:_Fight_for_the_Troops,UFC: Fight for the Troops,"Dec 10, 2008"
119,/wiki/UFC_91,UFC 91: Couture vs. Lesnar,"Nov 15, 2008"
118,/wiki/UFC_90,UFC 90: Silva vs. Côté,"Oct 25, 2008"
117,/wiki/UFC_89,UFC 89: Bisping vs. Leben,"Oct 18, 2008"
116,/wiki/UFC_Fight_Night:_Diaz_vs._Neer,UFC Fight Night: Diaz vs. Neer,"Sep 17, 2008"
115,/wiki/UFC_88,UFC 88: Breakthrough,"Sep 6, 2008"
114,/wiki/UFC_87,UFC 87: Seek and Destroy,"Aug 9, 2008"
113,/wiki/UFC_Fight_Night:_Silva_vs._Irvin,UFC Fight Night: Silva vs. Irvin,"Jul 19, 2008"
112,/wiki/UFC_86,UFC 86: Jackson vs. Griffin,"Jul 5, 2008"
111,/wiki/The_Ultimate_Fighter:_Team_Rampage_vs._Team_Forrest_Finale,The Ultimate Fighter: Team Rampage vs. Team Forrest Finale,"Jun 21, 2008"
110,/wiki/UFC_85,UFC 85: Bedlam,"Jun 7, 2008"
109,/wiki/UFC_84,UFC 84: Ill Will,"May 24, 2008"
108,/wiki/UFC_83,UFC 83: Serra vs. St-Pierre 2,"Apr 19, 2008"
107,/wiki/UFC_Fight_Night:_Florian_vs._Lauzon,UFC Fight Night: Florian vs. Lauzon,"Apr 2, 2008"
106,/wiki/UFC_82,UFC 82: Pride of a Champion,"Mar 1, 2008"
105,/wiki/UFC_81,UFC 81: Breaking Point,"Feb 2, 2008"
104,/wiki/UFC_Fight_Night:_Swick_vs._Burkman,UFC Fight Night: Swick vs. Burkman,"Jan 23, 2008"
103,/wiki/UFC_80,UFC 80: Rapid Fire,"Jan 19, 2008"
102,/wiki/UFC_79,UFC 79: Nemesis,"Dec 29, 2007"
101,/wiki/The_Ultimate_Fighter:_Team_Hughes_vs._Team_Serra_Finale,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"Dec 8, 2007"
100,/wiki/UFC_78,UFC 78: Validation,"Nov 17, 2007"
099,/wiki/UFC_77,UFC 77: Hostile Territory,"Oct 20, 2007"
098,/wiki/UFC_76,UFC 76: Knockout,"Sep 22, 2007"
097,/wiki/UFC_Fight_Night:_Thomas_vs._Florian,UFC Fight Night: Thomas vs. Florian,"Sep 19, 2007"
096,/wiki/UFC_75,UFC 75: Champion vs. Champion,"Sep 8, 2007"
095,/wiki/UFC_74,UFC 74: Respect,"Aug 25, 2007"
094,/wiki/UFC_73,UFC 73: Stacked,"Jul 7, 2007"
093,/wiki/The_Ultimate_Fighter_5_Finale,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"Jun 23, 2007"
092,/wiki/UFC_72,UFC 72: Victory,"Jun 16, 2007"
091,/wiki/UFC_Fight_Night:_Stout_vs._Fisher,UFC Fight Night: Stout vs. Fisher,"Jun 12, 2007"
090,/wiki/UFC_71,UFC 71: Liddell vs. Jackson,"May 26, 2007"
089,/wiki/UFC_70,UFC 70: Nations Collide,"Apr 21, 2007"
088,/wiki/UFC_69,UFC 69: Shootout,"Apr 7, 2007"
087,/wiki/UFC_Fight_Night:_Stevenson_vs._Guillard#UFC_Fight_Night:_Stevenson_vs._Guillard,UFC Fight Night: Stevenson vs. Guillard,"Apr 5, 2007"
086,/wiki/UFC_68,UFC 68: The Uprising,"Mar 3, 2007"
085,/wiki/UFC_67,UFC 67: All or Nothing,"Feb 3, 2007"
084,/wiki/UFC_Fight_Night:_Evans_vs._Salmon,UFC Fight Night: Evans vs. Salmon,"Jan 25, 2007"
083,/wiki/UFC_66,UFC 66: Liddell vs. Ortiz,"Dec 30, 2006"
082,/wiki/UFC_Fight_Night:_Sanchez_vs._Riggs,UFC Fight Night: Sanchez vs. Riggs,"Dec 13, 2006"
081,/wiki/UFC_65,UFC 65: Bad Intentions,"Nov 18, 2006"
080,/wiki/The_Ultimate_Fighter_4_Finale,The Ultimate Fighter: The Comeback Finale,"Nov 11, 2006"
079,/wiki/UFC_64,UFC 64: Unstoppable,"Oct 14, 2006"
078,/wiki/Ortiz_vs._Shamrock_3:_The_Final_Chapter,UFC Fight Night 6.5,"Oct 10, 2006"
077,/wiki/UFC_63,UFC 63: Hughes vs. Penn,"Sep 23, 2006"
076,/wiki/UFC_62,UFC 62: Liddell vs. Sobral,"Aug 26, 2006"
075,/wiki/UFC_Fight_Night:_Sanchez_vs._Parisyan,UFC Fight Night 6,"Aug 17, 2006"
074,/wiki/UFC_61,UFC 61: Bitter Rivals,"Jul 8, 2006"
073,/wiki/UFC_Ultimate_Fight_Night_5,UFC Ultimate Fight Night 5,"Jun 28, 2006"
072,/wiki/The_Ultimate_Fighter_3_Finale,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,"Jun 24, 2006"
071,/wiki/UFC_60,UFC 60: Hughes vs. Gracie,"May 27, 2006"
070,/wiki/UFC_59,UFC 59: Reality Check,"Apr 15, 2006"
069,/wiki/UFC_Ultimate_Fight_Night_4,UFC Ultimate Fight Night 4,"Apr 6, 2006"
068,/wiki/UFC_58,UFC 58: USA vs. Canada,"Mar 4, 2006"
067,/wiki/UFC_57,UFC 57: Liddell vs. Couture 3,"Feb 4, 2006"
066,/wiki/UFC_Ultimate_Fight_Night_3,UFC Ultimate Fight Night 3,"Jan 16, 2006"
065,/wiki/UFC_56,UFC 56: Full Force,"Nov 19, 2005"
064,/wiki/The_Ultimate_Fighter_2_Finale,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"Nov 5, 2005"
063,/wiki/UFC_55,UFC 55: Fury,"Oct 7, 2005"
062,/wiki/UFC_Ultimate_Fight_Night_2,UFC Ultimate Fight Night 2,"Oct 3, 2005"
061,/wiki/UFC_54,UFC 54: Boiling Point,"Aug 20, 2005"
060,,UFC Ultimate Fight Night,"Aug 6, 2005"
059,/wiki/UFC_53,UFC 53: Heavy Hitters,"Jun 4, 2005"
058,/wiki/UFC_52,UFC 52: Couture vs. Liddell,"Apr 16, 2005"
057,/wiki/The_Ultimate_Fighter_1_Finale,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,"Apr 9, 2005"
056,/wiki/UFC_51,UFC 51: Super Saturday,"Feb 5, 2005"
055,/wiki/UFC_50,UFC 50: The War of '04,"Oct 22, 2004"
054,/wiki/UFC_49,UFC 49: Unfinished Business,"Aug 21, 2004"
053,/wiki/UFC_48,UFC 48: Payback,"Jun 19, 2004"
052,/wiki/UFC_47,UFC 47: It's On!,"Apr 2, 2004"
051,/wiki/UFC_46,UFC 46: Supernatural,"Jan 31, 2004"
050,/wiki/UFC_45,UFC 45: Revolution,"Nov 21, 2003"
049,/wiki/UFC_44,UFC 44: Undisputed,"Sep 26, 2003"
048,/wiki/UFC_43,UFC 43: Meltdown,"Jun 6, 2003"
047,/wiki/UFC_42,UFC 42: Sudden Impact,"Apr 25, 2003"
046,/wiki/UFC_41,UFC 41: Onslaught,"Feb 28, 2003"
045,/wiki/UFC_40,UFC 40: Vendetta,"Nov 22, 2002"
044,/wiki/UFC_39,UFC 39: The Warriors Return,"Sep 27, 2002"
043,/wiki/UFC_38,UFC 38: Brawl at the Hall,"Jul 13, 2002"
042,/wiki/UFC_37.5,UFC 37.5: As Real As It Gets,"Jun 22, 2002"
041,/wiki/UFC_37,UFC 37: High Impact,"May 10, 2002"
040,/wiki/UFC_36,UFC 36: Worlds Collide,"Mar 22, 2002"
039,/wiki/UFC_35,UFC 35: Throwdown,"Jan 11, 2002"
038,/wiki/UFC_34,UFC 34: High Voltage,"Nov 2, 2001"
037,/wiki/UFC_33,UFC 33: Victory in Vegas,"Sep 28, 2001"
036,/wiki/UFC_32,UFC 32: Showdown in the Meadowlands,"Jun 29, 2001"
035,/wiki/UFC_31,UFC 31: Locked and Loaded,"May 4, 2001"
034,/wiki/UFC_30,UFC 30: Battle on the Boardwalk,"Feb 23, 2001"
033,/wiki/UFC_29,UFC 29: Defense of the Belts,"Dec 16, 2000"
032,/wiki/UFC_28,UFC 28: High Stakes,"Nov 17, 2000"
031,/wiki/UFC_27,UFC 27: Ultimate Bad Boyz,"Sep 22, 2000"
030,/wiki/UFC_26,UFC 26: Ultimate Field of Dreams,"Jun 9, 2000"
029,/wiki/UFC_25,UFC 25: Ultimate Japan 3,"Apr 14, 2000"
028,/wiki/UFC_24,UFC 24: First Defense,"Mar 10, 2000"
027,/wiki/UFC_23,UFC 23: Ultimate Japan 2,"Nov 19, 1999"
026,/wiki/UFC_22,UFC 22: Only One Can be Champion,"Sep 24, 1999"
025,/wiki/UFC_21,UFC 21: Return of the Champions,"Jul 16, 1999"
024,/wiki/UFC_20,UFC 20: Battle for the Gold,"May 7, 1999"
023,/wiki/UFC_19,UFC 19: Ultimate Young Guns,"Mar 5, 1999"
022,/wiki/UFC_18,UFC 18: The Road to the Heavyweight Title,"Jan 8, 1999"
021,/wiki/UFC_Brazil,UFC Brazil: Ultimate Brazil,"Oct 16, 1998"
020,/wiki/UFC_17,UFC 17: Redemption,"May 15, 1998"
019,/wiki/UFC_16,UFC 16: Battle in the Bayou,"Mar 13, 1998"
018,/wiki/UFC_Japan:_Ultimate_Japan,UFC Japan: Ultimate Japan,"Dec 21, 1997"
017,/wiki/UFC_15,UFC 15: Collision Course,"Oct 17, 1997"
016,/wiki/UFC_14,UFC 14: Showdown,"Jul 27, 1997"
015,/wiki/UFC_13,UFC 13: The Ultimate Force,"May 30, 1997"
014,/wiki/UFC_12,UFC 12: Judgement Day,"Feb 7, 1997"
013,/wiki/Ultimate_Ultimate_1996,UFC: The Ultimate Ultimate 2,"Dec 7, 1996"
012,/wiki/UFC_11,UFC 11: The Proving Ground,"Sep 20, 1996"
011,/wiki/UFC_10,UFC 10: The Tournament,"Jul 12, 1996"
010,/wiki/UFC_9,UFC 9: Motor City Madness,"May 17, 1996"
009,/wiki/UFC_8,UFC 8: David vs. Goliath,"Feb 16, 1996"
008,/wiki/Ultimate_Ultimate_1995,UFC: The Ultimate Ultimate,"Dec 16, 1995"
007,/wiki/UFC_7,UFC 7: The Brawl in Buffalo,"Sep 8, 1995"
006,/wiki/UFC_6,UFC 6: Clash of the Titans,"Jul 14, 1995"
005,/wiki/UFC_5,UFC 5: The Return of the Beast,"Apr 7, 1995"
004,/wiki/UFC_4,UFC 4: Revenge of the Warriors,"Dec 16, 1994"
003,/wiki/UFC_3,UFC 3: The American Dream,"Sep 9, 1994"
002,/wiki/UFC_2,UFC 2: No Way Out,"Mar 11, 1994"
001,/wiki/UFC_1,UFC 1: The Beginning,"Nov 12, 1993"
